Rk,player_name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_20-21,salary_21-22,signed_using,guaranteed_money,salary_above_average
1,Precious Achiuwa,PF,21,MIA,47,2,593,101,178,0.5670000000000001,0,0,0.31116155419222935,101,178,0.5670000000000001,0.5670000000000001,47,94,0.5,58,111,169,25,15,24,38,72,249,296,2582160,2711280,1st Round Pick,5293440,0
3,Steven Adams,C,27,NOP,45,45,1268,156,250,0.624,0,3,0.0,156,247,0.632,0.624,47,105,0.44799999999999995,176,227,403,89,41,30,67,93,359,39,27528090,17073171,1st Round Pick,62528090,1
4,Bam Adebayo,C,23,MIA,44,44,1480,317,564,0.562,2,8,0.25,315,556,0.5670000000000001,0.564,211,253,0.8340000000000001,105,316,421,235,38,52,118,97,847,200,5115492,28103550,1st Round Pick,168116082,0
5,LaMarcus Aldridge,C,35,TOT,24,21,629,127,276,0.46,29,78,0.37200000000000005,98,198,0.495,0.513,35,41,0.8540000000000001,18,94,112,45,11,24,23,42,318,59,19078340,0,,18200000,1
7,Nickeil Alexander-Walker,SG,22,NOP,41,10,851,158,378,0.418,65,187,0.348,93,191,0.48700000000000004,0.504,39,52,0.75,10,116,126,81,40,21,57,77,420,275,3113160,3261480,1st Round Pick,3113160,0
8,Grayson Allen,SG,25,MEM,34,22,824,112,265,0.423,74,180,0.41100000000000003,38,85,0.447,0.562,47,52,0.904,14,98,112,70,35,7,33,44,345,307,2545320,4054695,1st Round Pick,6600015,0
9,Jarrett Allen,C,22,TOT,44,26,1262,209,330,0.633,5,12,0.41700000000000004,204,318,0.642,0.6409999999999999,152,216,0.7040000000000001,134,302,436,74,20,74,65,70,575,241,3909902,0,1st Round Pick,3909902,0
10,Al-Farouq Aminu,PF,30,TOT,18,14,379,36,90,0.4,7,32,0.21899999999999997,29,58,0.5,0.439,16,19,0.8420000000000001,20,76,96,29,17,9,27,24,95,125,9720900,10183800,MLE,19904700,1
11,Kyle Anderson,PF,27,MEM,45,45,1215,204,432,0.47200000000000003,59,166,0.355,145,266,0.545,0.541,88,116,0.759,31,229,260,151,52,35,60,71,555,128,9505100,9937150,MLE,19442250,1
12,Giannis Antetokounmpo,PF,26,MIL,45,45,1529,468,829,0.565,51,169,0.302,417,660,0.632,0.595,307,447,0.687,80,432,512,277,51,60,169,129,1294,38,27528090,39344970,1st Round Pick,203793556,1
14,Thanasis Antetokounmpo,SF,28,MIL,37,1,363,51,91,0.56,7,20,0.35,44,71,0.62,0.599,12,26,0.462,36,48,84,28,14,7,29,48,121,383,1701593,0,Minimum Salary,1701593,0
15,Carmelo Anthony,PF,36,POR,48,3,1233,234,564,0.415,84,220,0.382,150,344,0.436,0.489,104,120,0.867,25,130,155,80,38,32,49,107,656,298,2564753,0,Minimum Salary,2564753,0
16,Cole Anthony,PG,20,ORL,25,17,667,101,269,0.375,27,83,0.325,74,186,0.39799999999999996,0.426,46,55,0.836,20,91,111,94,17,11,51,51,275,268,3285120,3449400,1st Round Pick,6734520,0
17,OG Anunoby,SF,23,TOR,32,32,1071,174,363,0.479,74,186,0.39799999999999996,100,177,0.565,0.581,57,76,0.75,47,144,191,60,53,25,56,87,479,242,3872215,16071429,1st Round Pick,75872215,0
18,Ryan Arcidiacono,PG,26,CHI,30,0,332,33,86,0.384,16,50,0.32,17,36,0.47200000000000003,0.47700000000000004,12,16,0.75,3,43,46,42,7,0,7,35,94,280,3000000,3000000,Cap space,3000000,0
19,Trevor Ariza,SF,35,MIA,9,6,221,22,65,0.33799999999999997,11,38,0.289,11,27,0.40700000000000003,0.423,9,13,0.6920000000000001,4,33,37,12,5,7,4,10,64,96,12800000,0,Cap Space,1800000,1
20,D.J. Augustin,PG,33,TOT,47,6,918,103,262,0.39299999999999996,62,165,0.376,41,97,0.423,0.511,60,65,0.9229999999999999,16,60,76,152,25,1,52,45,328,173,6666667,7000000,MLE,14000000,0
21,Deni Avdija,SF,20,WAS,45,23,1050,111,264,0.42,45,143,0.315,66,121,0.545,0.506,22,34,0.647,19,204,223,52,25,11,30,121,289,223,4469160,4692840,1st Round Pick,9162000,0
22,Deandre Ayton,C,22,PHO,49,49,1494,309,506,0.611,4,17,0.235,305,489,0.624,0.615,102,133,0.767,158,371,529,72,19,55,81,148,724,120,10018200,12632950,1st Round Pick,22651150,1
23,Udoka Azubuike,C,21,UTA,12,0,49,4,7,0.5710000000000001,0,0,0.31116155419222935,4,7,0.5710000000000001,0.5710000000000001,4,6,0.667,4,9,13,0,1,4,3,8,12,356,1977000,2075880,1st Round Pick,4052880,0
24,Dwayne Bacon,SG,25,ORL,50,32,1284,192,484,0.397,48,153,0.314,144,331,0.435,0.446,90,108,0.833,16,134,150,62,27,4,34,83,522,388,1678854,1824003,Minimum Salary,1678854,0
25,Marvin Bagley III,PF,21,SAC,37,37,951,209,416,0.502,34,96,0.354,175,320,0.547,0.5429999999999999,61,109,0.56,91,184,275,35,18,19,49,90,513,139,8963640,11312114,1st Round Pick,20275754,1
26,LaMelo Ball,PG,19,CHO,41,21,1174,237,526,0.451,81,216,0.375,156,310,0.503,0.528,97,123,0.789,54,186,240,251,65,14,115,116,652,154,7839960,8231760,1st Round Pick,16071720,1
27,Lonzo Ball,PG,23,NOP,39,39,1242,204,479,0.426,122,311,0.392,82,168,0.488,0.5529999999999999,36,46,0.7829999999999999,23,139,162,220,53,21,82,81,566,111,11003782,0,1st Round Pick,11003782,1
28,Mo Bamba,C,22,ORL,28,0,323,65,138,0.47100000000000003,15,49,0.306,50,89,0.562,0.525,14,24,0.583,35,81,116,12,5,25,14,49,159,185,5969040,7568742,1st Round Pick,13537782,0
29,Desmond Bane,SG,22,MEM,43,11,970,152,318,0.478,74,164,0.451,78,154,0.506,0.594,28,33,0.848,17,117,134,60,28,7,40,84,406,360,1936440,2033160,1st Round Pick,3969600,0
30,Harrison Barnes,PF,28,SAC,48,48,1725,257,521,0.493,71,196,0.36200000000000004,186,325,0.5720000000000001,0.561,168,203,0.828,57,266,323,174,38,9,74,62,753,48,22215909,20284091,Bird Rights,60852273,1
31,RJ Barrett,SG,20,NYK,51,51,1733,333,748,0.445,65,181,0.359,268,567,0.473,0.489,152,207,0.7340000000000001,56,245,301,154,37,13,103,132,883,145,8231760,8623920,1st Round Pick,16855680,1
32,Will Barton,SF,30,DEN,46,42,1432,215,501,0.429,79,210,0.376,136,291,0.467,0.508,65,87,0.747,32,162,194,145,40,22,77,74,574,86,13920000,14880000,Bird Rights,13920000,1
34,Nicolas Batum,SF,32,LAC,48,38,1372,137,299,0.45799999999999996,86,203,0.424,51,96,0.531,0.602,40,48,0.833,40,196,236,117,55,18,38,78,400,303,11608231,9043478,Minimum Salary,2564753,1
35,Aron Baynes,C,34,TOR,47,31,870,113,267,0.423,21,90,0.233,92,177,0.52,0.46299999999999997,27,37,0.73,78,163,241,43,13,20,41,105,274,170,6975610,7324390,MLE,6975610,0
36,Kent Bazemore,SF,31,GSW,48,1,784,102,230,0.44299999999999995,42,111,0.37799999999999995,60,119,0.504,0.535,33,48,0.688,17,121,138,72,40,23,53,103,279,321,2320044,0,Minimum Salary,2320044,0
37,Darius Bazley,PF,20,OKC,36,36,1104,158,403,0.392,54,186,0.29,104,217,0.479,0.45899999999999996,57,81,0.7040000000000001,22,248,270,54,18,23,63,31,427,311,2399160,2513040,1st Round Pick,4912200,0
38,Bradley Beal,SG,27,WAS,41,41,1454,449,926,0.485,90,266,0.33799999999999997,359,660,0.544,0.5329999999999999,296,328,0.902,46,160,206,196,49,15,137,102,1284,31,28751775,34502130,Cap Space,63253905,1
39,Malik Beasley,SG,24,MIN,37,36,1214,264,600,0.44,128,321,0.39899999999999997,136,279,0.48700000000000004,0.547,68,80,0.85,28,134,162,88,30,7,60,62,724,91,13325895,14391964,Bird,43175894,1
41,DeAndre' Bembry,SF,26,TOR,34,8,599,71,130,0.546,9,29,0.31,62,101,0.614,0.581,21,31,0.677,19,69,88,69,24,11,36,57,172,379,1737145,1977011,Minimum Salary,1737145,0
42,Dāvis Bertāns,PF,28,WAS,37,5,908,121,305,0.397,105,270,0.389,16,35,0.457,0.569,60,70,0.857,15,93,108,33,23,8,23,91,407,78,15000000,16000000,Bird,75000000,1
43,Patrick Beverley,PG,32,LAC,29,29,689,80,181,0.442,50,119,0.42,30,62,0.484,0.58,31,39,0.795,27,80,107,60,25,23,27,91,241,90,13333333,14320988,Bird Rights,27654321,1
44,Saddiq Bey,SF,21,DET,48,31,1187,162,408,0.397,105,279,0.376,57,129,0.442,0.526,77,88,0.875,26,167,193,62,30,5,35,82,506,292,2689920,2824320,1st Round Pick,5514240,0
46,Khem Birch,C,28,ORL,47,5,936,94,207,0.45399999999999996,4,21,0.19,90,186,0.484,0.46399999999999997,63,85,0.741,116,125,241,52,31,28,23,64,255,279,3000000,0,Early Bird Rights,3000000,0
47,Goga Bitadze,C,21,IND,29,0,284,52,103,0.505,8,33,0.242,44,70,0.629,0.544,23,33,0.6970000000000001,34,46,80,11,5,28,11,50,135,282,2957520,3098400,1st Round Pick,6055920,0
48,Bismack Biyombo,C,28,CHO,47,28,1002,106,184,0.5760000000000001,0,1,0.0,106,183,0.579,0.5760000000000001,39,81,0.48100000000000004,95,150,245,62,13,54,49,111,251,319,2331593,0,Minimum Salary,2331593,0
49,Nemanja Bjelica,PF,32,TOT,30,1,491,76,166,0.45799999999999996,20,68,0.294,56,98,0.5710000000000001,0.518,33,45,0.733,24,87,111,54,9,2,31,57,205,166,7150000,0,,,0
50,Eric Bledsoe,SG,31,NOP,48,47,1443,199,483,0.41200000000000003,87,241,0.361,112,242,0.46299999999999997,0.502,77,114,0.675,20,143,163,186,35,16,77,80,562,68,16875000,18125000,Bird Rights,38900000,1
52,Bogdan Bogdanović,SG,28,ATL,25,8,637,111,253,0.439,58,151,0.384,53,102,0.52,0.5529999999999999,19,21,0.905,11,74,85,71,20,7,25,56,299,62,18000000,18000000,Cap Space,54000000,1
53,Bojan Bogdanović,SF,31,UTA,50,50,1505,244,584,0.418,121,311,0.389,123,273,0.451,0.521,132,153,0.863,27,169,196,94,26,3,68,82,741,64,17850000,18700000,Cap Space,56100000,1
54,Bol Bol,PF,21,DEN,20,2,107,19,36,0.528,9,18,0.5,10,18,0.556,0.653,4,7,0.5710000000000001,0,16,16,6,2,6,9,11,51,343,2058240,2161152,MLE,4219392,0
57,Isaac Bonga,SF,21,WAS,30,7,355,24,63,0.381,11,37,0.297,13,26,0.5,0.46799999999999997,3,6,0.5,17,42,59,19,8,7,16,52,62,398,1663861,0,,,0
58,Devin Booker,SG,24,PHO,45,45,1525,427,858,0.498,97,264,0.36700000000000005,330,594,0.556,0.5539999999999999,213,249,0.855,16,169,185,205,39,11,145,128,1164,25,29430000,31610000,1st round pick,130800000,1
59,Chris Boucher,C,28,TOR,50,5,1156,231,445,0.519,74,186,0.39799999999999996,157,259,0.606,0.602,121,157,0.7709999999999999,91,222,313,50,29,98,37,133,657,177,6490385,7009615,Early Bird,13500000,0
61,Avery Bradley,SG,30,TOT,15,2,334,46,108,0.426,22,61,0.361,24,47,0.511,0.528,8,11,0.727,4,27,31,27,9,2,14,39,122,189,5635000,5916750,MLE,5635000,0
62,Tony Bradley,C,23,TOT,25,8,390,69,103,0.67,0,3,0.0,69,100,0.69,0.67,16,22,0.727,49,90,139,23,8,17,14,39,154,258,3542060,0,1st Round Pick,3542060,0
64,Ignas Brazdeikis,SF,22,TOT,5,0,15,0,4,0.0,0,1,0.0,0,3,0.0,0.0,2,2,1.0,1,3,4,1,0,0,1,0,2,417,1517981,1782621,Minimum Salary,1517981,0
65,Mikal Bridges,SF,24,PHO,49,49,1587,245,462,0.53,87,211,0.41200000000000003,158,251,0.629,0.624,79,96,0.823,58,173,231,113,45,44,41,75,656,225,4359000,5557725,1st Round Pick,9916725,0
66,Miles Bridges,PF,22,CHO,49,3,1311,183,370,0.495,64,167,0.38299999999999995,119,203,0.586,0.581,58,66,0.879,63,219,282,97,31,35,76,104,488,240,3934320,5421493,1st Round Pick,9355813,0
67,Malcolm Brogdon,PG,28,IND,44,44,1550,353,771,0.45799999999999996,118,293,0.40299999999999997,235,478,0.49200000000000005,0.534,109,125,0.872,36,173,209,258,45,10,94,85,933,51,20700000,21700000,Sign and Trade,65000000,1
68,Dillon Brooks,SF,25,MEM,44,44,1276,266,660,0.40299999999999997,80,243,0.32899999999999996,186,417,0.446,0.46399999999999997,95,114,0.833,36,94,130,105,55,17,85,151,707,110,11400000,12200000,MLE,35000000,1
69,Bruce Brown,PG,24,BRK,47,30,1022,163,297,0.5489999999999999,10,41,0.244,153,256,0.598,0.5660000000000001,59,78,0.7559999999999999,72,144,216,71,35,14,37,99,395,401,1663861,0,,,0
70,Jaylen Brown,SG,24,BOS,46,46,1552,422,872,0.484,122,307,0.397,300,565,0.531,0.5539999999999999,152,201,0.7559999999999999,56,206,262,165,57,23,125,131,1118,46,22991071,24830357,1st Round pick,103000000,1
71,Moses Brown,C,21,OKC,21,10,413,67,117,0.573,0,0,0.31116155419222935,67,117,0.573,0.573,47,78,0.603,65,108,173,4,11,24,16,40,181,478,495102,1701593,MLE,495102,0
72,Sterling Brown,SG,25,HOU,48,14,1178,141,317,0.445,85,203,0.419,56,114,0.491,0.579,25,28,0.893,38,181,219,69,37,12,38,95,392,389,1678854,0,Minimum Salary,1678854,0
73,Troy Brown Jr.,SF,21,TOT,25,0,362,42,108,0.389,17,53,0.321,25,55,0.455,0.46799999999999997,13,19,0.684,15,56,71,23,6,4,17,36,114,266,3372840,5170564,1st Round Pick,8543404,0
74,Jalen Brunson,PG,24,DAL,45,10,1142,219,407,0.5379999999999999,56,139,0.40299999999999997,163,268,0.608,0.607,93,116,0.802,16,143,159,151,25,0,60,76,587,397,1663861,1802057,Cap Space,1663861,0
75,Thomas Bryant,C,23,WAS,10,10,271,59,91,0.648,9,21,0.429,50,70,0.7140000000000001,0.698,16,24,0.667,18,43,61,15,4,8,11,31,143,143,8333333,8730159,Early Bird Rights,17063492,1
76,Reggie Bullock,SF,29,NYK,44,43,1225,152,353,0.431,97,240,0.40399999999999997,55,113,0.48700000000000004,0.568,30,34,0.882,11,138,149,60,32,8,31,99,431,230,4200000,0,Room Exception,1000000,0
77,Trey Burke,PG,28,DAL,47,0,682,115,257,0.447,47,126,0.373,68,131,0.519,0.539,34,40,0.85,5,37,42,64,25,3,24,48,311,270,3174603,3333333,MLE,6507936,0
78,Alec Burks,SG,29,NYK,39,5,1013,167,394,0.424,79,189,0.418,88,205,0.429,0.524,82,96,0.8540000000000001,19,152,171,86,29,11,39,80,495,184,6000000,0,Cap Space,6000000,0
79,Jimmy Butler,SF,31,MIA,35,35,1178,246,507,0.485,14,68,0.20600000000000002,232,439,0.528,0.499,236,277,0.852,71,192,263,256,69,13,76,51,742,11,34379100,36016200,Sign and Trade,70395300,1
80,Bruno Caboclo,PF,25,HOU,6,0,36,8,17,0.47100000000000003,0,5,0.0,8,12,0.667,0.47100000000000003,1,2,0.5,3,11,14,1,0,2,4,6,17,482,361256,0,,361256,0
82,Kentavious Caldwell-Pope,SG,27,LAL,46,46,1221,129,314,0.41100000000000003,69,174,0.397,60,140,0.429,0.521,58,69,0.841,21,99,120,69,37,13,50,75,385,104,12073020,13038862,Early Bird,30000000,1
83,Facundo Campazzo,PG,29,DEN,43,1,769,63,171,0.368,41,120,0.342,22,51,0.431,0.488,34,42,0.81,11,51,62,118,43,9,41,83,201,251,3623000,3804150,Bi-Annual Exception,7427150,0
84,Vlatko Čančar,PF,23,DEN,25,0,148,14,33,0.424,5,18,0.278,9,15,0.6,0.5,5,6,0.833,5,24,29,8,8,2,9,13,38,466,898310,1782621,MLE,898310,0
85,Clint Capela,C,26,ATL,44,44,1310,288,488,0.59,0,0,0.31116155419222935,288,488,0.59,0.59,89,151,0.589,211,414,625,35,33,100,55,103,665,74,16000000,17103448,Bird Rights,51310345,1
86,Vernon Carey Jr.,C,19,CHO,9,0,30,2,6,0.33299999999999996,0,3,0.0,2,3,0.667,0.33299999999999996,1,2,0.5,2,7,9,1,0,2,2,1,5,442,1350000,1517981,Cap Space,4650602,0
87,Jevon Carter,PG,25,PHO,37,0,373,39,104,0.375,22,69,0.319,17,35,0.486,0.48100000000000004,2,2,1.0,6,41,47,43,15,7,7,38,102,257,3549383,3833333,Early Bird,11500000,0
88,Wendell Carter Jr.,C,21,TOT,37,27,930,157,299,0.525,9,30,0.3,148,269,0.55,0.54,100,134,0.746,86,211,297,79,22,31,57,106,423,193,5448840,6920027,1st Round Pick,5448840,0
89,Michael Carter-Williams,SG,29,ORL,26,20,684,87,229,0.38,11,47,0.23399999999999999,76,182,0.418,0.40399999999999997,40,60,0.667,34,86,120,115,17,14,59,72,225,278,3000000,3000000,Early Bird,6000000,0
90,Alex Caruso,PG,26,LAL,40,0,810,80,196,0.408,36,90,0.4,44,106,0.415,0.5,32,49,0.653,22,97,119,97,45,10,45,71,228,290,2750000,0,Room Exception,2750000,0
91,Willie Cauley-Stein,C,27,DAL,35,11,599,79,127,0.622,1,8,0.125,78,119,0.655,0.626,33,50,0.66,40,110,150,26,11,28,16,80,192,236,4000000,4200000,MLE,8200000,0
93,Marquese Chriss,PF,23,GSW,2,0,27,5,14,0.35700000000000004,1,5,0.2,4,9,0.444,0.39299999999999996,2,4,0.5,3,10,13,2,0,2,2,3,13,370,1824003,0,,1824003,0
94,Gary Clark,SF,26,ORL,35,11,637,40,131,0.305,31,108,0.287,9,23,0.391,0.424,8,10,0.8,33,79,112,30,12,7,17,34,119,359,1944677,2041911,Non Bird,3986588,0
95,Brandon Clarke,PF,24,MEM,41,16,1056,200,382,0.524,19,60,0.317,181,322,0.562,0.5479999999999999,60,87,0.69,61,164,225,70,44,35,24,63,479,295,2602920,2726880,1st Round Pick,5329800,0
96,Jordan Clarkson,SG,28,UTA,50,0,1271,314,742,0.423,151,432,0.35,163,310,0.526,0.525,85,89,0.955,39,160,199,110,43,7,85,75,864,108,11500000,12420000,Bird,37260000,1
97,Nicolas Claxton,C,21,BRK,19,0,343,61,104,0.5870000000000001,1,4,0.25,60,100,0.6,0.591,19,37,0.514,30,61,91,19,12,25,11,35,142,409,1517981,1782621,Minimum Salary,3300602,0
99,John Collins,PF,23,ATL,47,47,1422,333,611,0.545,60,158,0.38,273,453,0.603,0.594,129,154,0.838,98,267,365,65,25,49,57,152,855,232,4137302,0,1st Round Pick,4137302,0
100,Mike Conley,PG,33,UTA,40,40,1188,230,502,0.45799999999999996,112,266,0.42100000000000004,118,236,0.5,0.57,92,108,0.852,31,108,139,221,55,6,77,75,664,10,34504132,0,Cap Space,34504132,1
101,Pat Connaughton,SG,28,MIL,46,2,1069,113,253,0.447,66,169,0.391,47,84,0.56,0.5770000000000001,23,30,0.767,45,175,220,62,32,17,21,72,315,212,4938272,5333333,Early Bird,10271605,0
102,Quinn Cook,PG,27,TOT,23,0,157,29,68,0.426,11,26,0.423,18,42,0.429,0.507,7,8,0.875,2,15,17,18,4,1,7,10,76,450,1797183,0,,1797183,0
104,DeMarcus Cousins,C,30,HOU,25,11,506,79,210,0.376,39,116,0.336,40,94,0.426,0.469,44,59,0.746,30,161,191,60,21,18,39,74,241,318,2331593,0,,2331593,0
105,Robert Covington,PF,30,POR,47,47,1513,148,356,0.41600000000000004,101,255,0.396,47,101,0.465,0.5579999999999999,32,39,0.821,37,282,319,78,76,59,52,129,429,103,12138345,12975471,Cap Space,25113816,1
106,Torrey Craig,SF,30,TOT,27,0,350,42,94,0.447,14,39,0.359,28,55,0.509,0.521,3,6,0.5,25,54,79,24,17,9,9,43,101,387,1678854,0,Minimum Salary,1678854,0
107,Jae Crowder,PF,30,PHO,46,31,1278,156,382,0.408,111,288,0.385,45,94,0.479,0.5539999999999999,49,60,0.8170000000000001,21,204,225,97,38,19,44,86,472,131,9258000,9720900,MLE,29162700,1
108,Jarrett Culver,SG,21,MIN,28,7,446,62,152,0.408,10,44,0.22699999999999998,52,108,0.48100000000000004,0.441,27,44,0.614,32,65,97,18,16,8,25,52,161,183,6104280,6395160,1st Round Pick,12499440,0
109,Seth Curry,SG,30,PHI,39,39,1136,178,391,0.455,81,192,0.42200000000000004,97,199,0.48700000000000004,0.5589999999999999,59,66,0.894,7,76,83,111,33,8,53,64,496,155,7813953,8186047,MLE,24558140,1
110,Stephen Curry,PG,32,GSW,42,42,1419,407,855,0.47600000000000003,196,483,0.406,211,372,0.5670000000000001,0.591,225,243,0.9259999999999999,22,207,229,254,56,4,132,74,1235,1,43006362,45780966,Bird Rights,88787328,1
112,Anthony Davis,PF,27,LAL,23,23,755,204,383,0.5329999999999999,17,58,0.293,187,325,0.575,0.555,93,130,0.715,47,146,193,70,31,41,45,42,518,17,32742000,35361360,Bird,146684160,1
113,Ed Davis,C,31,MIN,19,7,264,18,43,0.419,0,0,0.31116155419222935,18,43,0.419,0.419,7,8,0.875,38,59,97,19,10,10,6,49,43,206,5005350,0,Room Exception,5005350,0
114,Terence Davis,SG,23,TOT,40,4,613,110,262,0.42,58,159,0.365,52,103,0.505,0.531,20,23,0.87,10,72,82,45,22,9,36,58,298,425,1517981,0,,,0
115,Matthew Dellavedova,PG,30,CLE,3,0,50,2,12,0.16699999999999998,1,5,0.2,1,7,0.14300000000000002,0.20800000000000002,2,2,1.0,2,2,4,15,0,0,0,3,7,333,2174318,0,Minimum Salary,2174318,0
116,DeMar DeRozan,PF,31,SAS,41,41,1395,296,600,0.493,18,62,0.29,278,538,0.517,0.508,252,286,0.8809999999999999,27,153,180,289,38,11,76,80,862,37,27739975,0,Cap Space,27739975,1
118,Hamidou Diallo,SG-SF,22,TOT,37,5,881,168,341,0.493,18,52,0.34600000000000003,150,289,0.519,0.519,96,148,0.649,44,151,195,88,34,16,56,95,450,396,1663861,0,MLE,1663861,0
119,Gorgui Dieng,C,31,TOT,24,1,385,57,111,0.514,24,50,0.48,33,61,0.541,0.622,41,47,0.872,28,70,98,29,18,14,23,42,179,70,17587688,0,,16587688,1
120,Spencer Dinwiddie,SG,27,BRK,3,3,64,6,16,0.375,2,7,0.28600000000000003,4,9,0.444,0.43799999999999994,6,6,1.0,0,13,13,9,2,1,5,4,20,109,11454048,12302496,Minimum Salary,11454048,1
121,Donte DiVincenzo,SG,24,MIL,48,48,1319,188,449,0.419,94,245,0.384,94,204,0.461,0.523,37,52,0.7120000000000001,61,206,267,147,55,9,68,78,507,277,3044160,4675830,1st Round Pick,7719990,0
122,Luka Dončić,PG,21,DAL,44,44,1539,448,922,0.486,135,359,0.376,313,563,0.556,0.5589999999999999,229,312,0.7340000000000001,34,324,358,386,43,26,190,95,1260,148,8049360,10174391,1st Round Pick,18223751,1
123,Luguentz Dort,SG,21,OKC,41,41,1203,177,459,0.386,80,245,0.327,97,214,0.45299999999999996,0.473,81,106,0.764,27,114,141,64,35,15,58,99,515,412,1517981,1782621,Minimum Salary,2142981,0
124,Damyean Dotson,SG,26,CLE,35,6,658,87,221,0.39399999999999996,32,115,0.278,55,106,0.519,0.466,22,32,0.688,5,65,70,74,14,4,28,31,228,353,2000000,2000000,MLE,2000000,0
